Maturity Date,Days,Strike,Bid,Ask,IMV
16/2/2024,168,4460,259.6000977,262.3999023,14.68577957
16/2/2024,168,4470,252.5,255.3000031,14.58531952
16/2/2024,168,4475,249,251.8000031,14.53731441
16/2/2024,168,4480,245.5,248.3000031,14.487813
16/2/2024,168,4490,238.6000061,241.3000031,14.38868809
16/2/2024,168,4500,232.6000061,233.6999969,14.29650688
16/2/2024,168,4510,224.8999939,227.6000061,14.18945122
16/2/2024,168,4520,218.1999969,220.8999939,14.0933466
16/2/2024,168,4525,214.8999939,217.6000061,14.04715824
16/2/2024,168,4530,211.6000061,214.3000031,13.99961948
16/2/2024,168,4540,205.1000061,207.6999969,13.9047699
16/2/2024,168,4550,199.6000061,200.3000031,13.80630398
16/2/2024,168,4560,192.8000031,194.6999969,13.72679615
16/2/2024,168,4570,186.6000061,188.3999939,13.63589859
16/2/2024,168,4575,183.3999939,185.3000031,13.58565998
16/2/2024,168,4580,180.6000061,181.6000061,13.52529049
16/2/2024,168,4590,174.5,175.5,13.43240356
16/2/2024,168,4600,168.5,169.5,13.34042358
15/3/2024,196,4275,424.5998535,428.1999512,16.40842438
15/3/2024,196,4300,405.8000488,407.7998047,16.19537735
15/3/2024,196,4325,385.2998047,388.8999023,15.95400906
15/3/2024,196,4350,366,369.5998535,15.72048759
15/3/2024,196,4375,347.2998047,350.5998535,15.50179291
15/3/2024,196,4400,329.6999512,331,15.27840328
15/3/2024,196,4425,310.3999023,313.5,15.04494476
15/3/2024,196,4450,292.3999023,295.5,14.81686115
15/3/2024,196,4475,274.7998047,277.7998047,14.58825207
15/3/2024,196,4500,258.5,259.6999512,14.36547852
15/3/2024,196,4525,241.8999939,242.6999969,14.1427393
15/3/2024,196,4550,225.6000061,226.3000031,13.9238596
15/3/2024,196,4575,209.3000031,211.1999969,13.7164135
15/3/2024,196,4600,194.3000031,195.1000061,13.4887619
15/3/2024,196,4625,179.3000031,180.3000031,13.27269936
15/3/2024,196,4650,165.1999969,165.8999939,13.06690598
15/3/2024,196,4675,151.1999969,152.6999969,12.87010384
15/3/2024,196,4700,138.3999939,139.1000061,12.66220093
15/3/2024,196,4725,125.8000031,126.8000031,12.4696188
15/3/2024,196,4750,114.1999969,114.8000031,12.27776527
19/4/2024,231,4275,456.2998047,460.2998047,16.73708344
19/4/2024,231,4300,438,440,16.53860664
19/4/2024,231,4325,417.6000977,421.6999512,16.31409454
19/4/2024,231,4350,399,402.1000977,16.09572411
19/4/2024,231,4375,380.2998047,383.3999023,15.88434887
19/4/2024,231,4400,361.7998047,364.8999023,15.66749477
19/4/2024,231,4425,343.6999512,346.6999512,15.45589542
19/4/2024,231,4450,325.7998047,328.7998047,15.24053383
19/4/2024,231,4475,308.1999512,311.1999512,15.02420139
19/4/2024,231,4500,291,293.8999023,14.8093853
19/4/2024,231,4525,274.1999512,277,14.59844112
19/4/2024,231,4550,258.8999023,259.6999512,14.40069485
19/4/2024,231,4575,242.1999969,244.3999939,14.19836235
19/4/2024,231,4600,226.8999939,228.1000061,13.97805786
19/4/2024,231,4625,211.3999939,213.3999939,13.78112316
19/4/2024,231,4650,197,198.1000061,13.57037735
19/4/2024,231,4675,182.3999939,184.3999939,13.37627125
19/4/2024,231,4700,169,170,13.16684437
19/4/2024,231,4725,155.6000061,157.3999939,12.98612309
19/4/2024,231,4750,143.3000031,144.3000031,12.79164696
17/5/2024,259,4275,479.6000977,484.1999512,16.98132896
17/5/2024,259,4300,460.3999023,465,16.78157425
17/5/2024,259,4325,441.3999023,446,16.57943535
17/5/2024,259,4350,422.7998047,426.7998047,16.36632347
17/5/2024,259,4375,404.2998047,408.2998047,16.17101479
17/5/2024,259,4400,386,389.8999023,15.96320915
17/5/2024,259,4425,367.8999023,371.7998047,15.75470352
17/5/2024,259,4450,350.1999512,354,15.55177784
17/5/2024,259,4475,332.6999512,336.5,15.34615231
17/5/2024,259,4500,315.5998535,319.2998047,15.14393234
17/5/2024,259,4525,298.6999512,302.3999023,14.93719864
17/5/2024,259,4550,283.6999512,284.6999512,14.74541569
17/5/2024,259,4575,266.0998535,269.6999512,14.53365993
17/5/2024,259,4600,251.6999969,252.6999969,14.33554173
17/5/2024,259,4625,235.8000031,238.1000061,14.14692593
17/5/2024,259,4650,221.1000061,222.5,13.93781567
17/5/2024,259,4675,206.3000031,208.5,13.75042152
17/5/2024,259,4700,192.6999969,193.6000061,13.54485226
17/5/2024,259,4725,178.6999969,180.6000061,13.35971355
17/5/2024,259,4750,165.8000031,167.1999969,13.16820431
21/6/2024,294,4275,507.1999512,512,17.23425484
21/6/2024,294,4300,489.6999512,491.5998535,17.04472923
21/6/2024,294,4325,469.5,474.0998535,16.84734154
21/6/2024,294,4350,452.6000977,454,16.65862656
21/6/2024,294,4375,433.1999512,436.5998535,16.46606064
21/6/2024,294,4400,416.1999512,417.5,16.27709007
21/6/2024,294,4425,397.1999512,400.5,16.07505989
21/6/2024,294,4450,380.6000977,382,15.88678455
21/6/2024,294,4475,362.1999512,365.5,15.68766212
21/6/2024,294,4500,346.1000977,347.3999023,15.49376392
21/6/2024,294,4525,328.2998047,331.3999023,15.29441452
21/6/2024,294,4550,311.6999512,314.7998047,15.095438
21/6/2024,294,4575,296.5,297.6999512,14.9055109
21/6/2024,294,4600,280.8000488,281.5998535,14.71105003
21/6/2024,294,4625,265.1999512,266,14.51308537
21/6/2024,294,4650,250,250.8000031,14.32177162
21/6/2024,294,4675,234.5,236.6999969,14.13162231
21/6/2024,294,4700,220.6999969,221.5,13.93611336
21/6/2024,294,4725,206.1000061,208.1999969,13.75022411
21/6/2024,294,4750,193.1999969,193.8999939,13.56122208
19/7/2024,322,4275,529.4001465,534.7998047,17.43944359
19/7/2024,322,4300,510.6999512,516.0998535,17.26243973
19/7/2024,322,4325,492.3999023,496.7998047,17.06450462
19/7/2024,322,4350,474,478.3999023,16.88008881
19/7/2024,322,4375,455.7998047,460.1999512,16.6939888
19/7/2024,322,4400,437.7998047,442.0998535,16.50875092
19/7/2024,322,4425,420,424.2998047,16.32037354
19/7/2024,322,4450,402.3999023,406.6999512,16.12995529
19/7/2024,322,4475,385.0998535,389.2998047,15.94011497
19/7/2024,322,4500,369.6999512,370.7998047,15.75961304
19/7/2024,322,4525,351.1999512,355.2998047,15.55954742
19/7/2024,322,4550,334.5998535,338.6999512,15.36753273
19/7/2024,322,4575,319.6000977,321.2998047,15.18263912
19/7/2024,322,4600,303.8999023,305,14.99196815
19/7/2024,322,4625,286.6999512,290.5,14.79406929
19/7/2024,322,4650,272.8000488,273.8000488,14.60600471
19/7/2024,322,4675,257.1000977,259.6999512,14.42553425
19/7/2024,322,4700,243.1000061,244.1000061,14.22963524
19/7/2024,322,4725,228.1999969,230.8000031,14.05341434
19/7/2024,322,4750,214.6999969,216.3000031,13.86125183
16/8/2024,350,4275,551,556.3999023,17.65841675
16/8/2024,350,4300,532.3999023,537.7998047,17.48226547
16/8/2024,350,4325,514.6999512,518.6999512,17.30703163
16/8/2024,350,4350,496.5,500.3999023,17.12890625
16/8/2024,350,4375,478.3999023,482.2998047,16.94624901
16/8/2024,350,4400,461.8000488,463.5,16.77616692
16/8/2024,350,4425,442.7998047,446.6999512,16.58512497
16/8/2024,350,4450,426.6000977,428.2998047,16.41322517
16/8/2024,350,4475,408.0998535,411.8999023,16.21806908
16/8/2024,350,4500,392.3000488,393.8999023,16.04230881
16/8/2024,350,4525,374.2998047,378,15.84884167
16/8/2024,350,4550,357.6999512,361.3999023,15.66133881
16/8/2024,350,4575,342.6000977,344.1999512,15.48488331
16/8/2024,350,4600,326.8000488,327.7998047,15.2954092
16/8/2024,350,4625,310.8000488,312.2998047,15.10996628
16/8/2024,350,4650,295.6000977,296.5998535,14.92417717
16/8/2024,350,4675,280.1999512,281.6999512,14.7413969
16/8/2024,350,4700,265.6999512,266.5998535,14.55922222
16/8/2024,350,4725,250.1999969,253.1000061,14.37462807
16/8/2024,350,4750,236.8999939,238.3000031,14.19586658
20/9/2024,385,4275,575.1000977,581.0998535,17.82545853
20/9/2024,385,4300,556.6999512,562.6999512,17.65719032
20/9/2024,385,4325,539.5,543.8999023,17.50317383
20/9/2024,385,4350,521.5,525.7998047,17.33408737
20/9/2024,385,4375,503.5998535,507.8999023,17.16196251
20/9/2024,385,4400,487.3000488,489.0998535,16.9987011
20/9/2024,385,4425,468.2998047,472.5998535,16.81650925
20/9/2024,385,4450,451,455.1999512,16.64141273
20/9/2024,385,4475,433.8999023,438.0998535,16.46870422
20/9/2024,385,4500,418.6000977,419.6999512,16.29785728
20/9/2024,385,4525,400.2998047,404.3999023,16.11687279
20/9/2024,385,4550,383.7998047,387.7998047,15.93695736
20/9/2024,385,4575,367.5,371.5998535,15.76040554
20/9/2024,385,4600,353.1000977,354.1999512,15.5894146
20/9/2024,385,4625,337.1000977,338.6999512,15.4123497
20/9/2024,385,4650,321.8999023,322.8999023,15.23222065
20/9/2024,385,4675,306.3999023,308.1000977,15.06184864
20/9/2024,385,4700,291.8000488,292.8000488,14.87998295
20/9/2024,385,4725,277,278.6000977,14.71021652
20/9/2024,385,4750,263,264,14.53378773
20/12/2024,476,3850,959.8000488,967.3999023,20.76647186
20/12/2024,476,3900,920.1999512,927.6999512,20.48737144
20/12/2024,476,3950,880.9001465,888.2998047,20.199049
20/12/2024,476,4000,842.1000977,849.3999023,19.91688728
20/12/2024,476,4050,803.6999512,811,19.62846756
20/12/2024,476,4100,765.6999512,773,19.33854866
20/12/2024,476,4150,728.3000488,735.5,19.05078506
20/12/2024,476,4200,691.3000488,698.5,18.75710678
20/12/2024,476,4250,654.9001465,662.0998535,18.46536446
20/12/2024,476,4300,619,626.1999512,18.1677742
20/12/2024,476,4400,551.9001465,553.2998047,17.56571388
20/12/2024,476,4500,484.3999023,485.6999512,16.94804955
20/12/2024,476,4600,419.8999023,421.1999512,16.32684898
20/12/2024,476,4700,358.8000488,360,15.70261765
20/12/2024,476,4800,301.8000488,303,15.09569836
20/12/2024,476,4900,249.5,250.6000061,14.51084805
20/12/2024,476,5000,202.6000061,203.6000061,13.96565437
20/12/2024,476,5100,161.3999939,162.3999939,13.46641827
20/12/2024,476,5150,143,144.1000061,13.23690701
20/12/2024,476,5200,126.3000031,127.3000031,13.026721
20/6/2025,658,4050,889.6999512,923.1000977,20.00716209
20/6/2025,658,4100,853.9001465,887.1999512,19.77798271
20/6/2025,658,4150,818.5,851.8000488,19.5480442
20/6/2025,658,4200,783.5,816.8000488,19.31395149
20/6/2025,658,4250,748.9001465,782.1999512,19.07516479
20/6/2025,658,4300,714.6000977,747.9001465,18.82616425
20/6/2025,658,4350,681,710.5,18.49385834
20/6/2025,658,4400,647.8000488,677.3000488,18.24908447
20/6/2025,658,4450,615.1000977,644.4001465,17.99553871
20/6/2025,658,4500,582.9001465,612.1000977,17.74508095
20/6/2025,658,4550,551.4001465,570.1999512,17.26408005
20/6/2025,658,4600,520.4001465,539.1000977,17.01251602
20/6/2025,658,4650,490.1000977,508.6999512,16.76296806
20/6/2025,658,4700,460.5,479,16.51410866
20/6/2025,658,4750,431.5998535,450,16.26469612
20/6/2025,658,4800,409.3000488,420,16.10168457
20/6/2025,658,4850,381.8000488,392.5,15.84908104
20/6/2025,658,4900,355.3000488,366,15.60504913
20/6/2025,658,4950,329.8999023,340.5,15.37042618
20/6/2025,658,5000,305.3999023,316,15.14075565
19/12/2025,840,3600,1297.5,1331.900146,21.68779564
19/12/2025,840,3700,1222.600098,1257.100098,21.30861092
19/12/2025,840,3800,1149.100098,1183.600098,20.93066025
19/12/2025,840,3900,1076.900146,1111.399902,20.54655838
19/12/2025,840,4000,1006.100098,1040.699951,20.15846825
19/12/2025,840,4100,936.9001465,971.5,19.7733345
19/12/2025,840,4200,869.3000488,903.9001465,19.38438797
19/12/2025,840,4300,803.4001465,838,18.99262047
19/12/2025,840,4400,738.8000488,773.6000977,18.58132935
19/12/2025,840,4500,676.1000977,710.9001465,18.16238403
19/12/2025,840,4600,615.4001465,643.6999512,17.61780357
19/12/2025,840,4700,556.6000977,584.8000488,17.19080734
19/12/2025,840,4800,500.1999512,528.1000977,16.76464462
19/12/2025,840,4900,452.8999023,471.6999512,16.42290878
19/12/2025,840,5000,401.6000977,420.3000488,16.00282669
19/12/2025,840,5100,353.3000488,371.8999023,15.59359837
19/12/2025,840,5200,308.3000488,326.8999023,15.20344448
19/12/2025,840,5300,266.8999023,282.3000488,14.77788925
19/12/2025,840,5400,229.1999969,244.5,14.43514347
19/12/2025,840,5500,195.1999969,210.3999939,14.11762047
18/12/2026,1204,3600,1368.5,1450.300049,19.51167297
18/12/2026,1204,3700,1299.400146,1381.199951,19.37142563
18/12/2026,1204,3800,1231.400146,1307.600098,19.06110764
18/12/2026,1204,3900,1164.699951,1241,18.89394379
18/12/2026,1204,4000,1099.400146,1173,18.64751625
18/12/2026,1204,4100,1035.100098,1111.300049,18.4968853
18/12/2026,1204,4200,972.1999512,1048.400146,18.27650452
18/12/2026,1204,4300,920.6000977,986.6999512,18.23350334
18/12/2026,1204,4400,860.3000488,926.4001465,17.97511864
18/12/2026,1204,4500,813.5,867.5,17.92141724
18/12/2026,1204,4600,755.6000977,809.8000488,17.62556648
18/12/2026,1204,4700,699.1999512,753.6000977,17.31886292
18/12/2026,1204,4800,644.3000488,699,17.0056591
18/12/2026,1204,4900,591.1999512,646,16.68839264
18/12/2026,1204,5000,572.1999512,594.9001465,16.88070869
18/12/2026,1204,5100,507.3999023,539.4001465,16.21385574
18/12/2026,1204,5200,460.3000488,492.3000488,15.89610672
18/12/2026,1204,5300,415.3999023,447.3999023,15.58186722
18/12/2026,1204,5400,372.8999023,404.8999023,15.27545071
18/12/2026,1204,5500,332.8999023,364.8000488,14.97672272
17/12/2027,1568,3300,1660.5,1760,19.38955688
17/12/2027,1568,3400,1593,1692.600098,19.39597893
17/12/2027,1568,3500,1526.600098,1626.199951,19.37180519
17/12/2027,1568,3600,1461.199951,1560.900146,19.3177948
17/12/2027,1568,3700,1396.800049,1496.800049,19.24069214
17/12/2027,1568,3800,1333.600098,1433.699951,19.14331436
17/12/2027,1568,3900,1271.5,1371.5,19.0258007
17/12/2027,1568,4000,1210.400146,1310.400146,18.88465881
17/12/2027,1568,4100,1170.400146,1250.400146,19.1157093
17/12/2027,1568,4200,1111.5,1191.5,18.93344879
17/12/2027,1568,4300,1053.800049,1133.699951,18.74201202
17/12/2027,1568,4400,997.1000977,1077,18.53824806
17/12/2027,1568,4500,942.1999512,1021.300049,18.33598709
17/12/2027,1568,4600,887.5,966.8000488,18.10529709
17/12/2027,1568,4800,781.6000977,861.1000977,17.62251854
17/12/2027,1568,5000,681.1999512,760.5,17.1253891
17/12/2027,1568,5200,617.6000977,656.9001465,16.92878151
17/12/2027,1568,5400,528.6999512,568.1000977,16.40253639
17/12/2027,1568,5600,446.6000977,486,15.88407707
17/12/2027,1568,5800,372,411.3999023,15.38810349
15/12/2028,1932,3500,1613.100098,1767.199951,20.54385567
15/12/2028,1932,3600,1552.300049,1706.400146,20.46006012
15/12/2028,1932,3700,1492.5,1646.699951,20.36548996
15/12/2028,1932,3800,1433.600098,1587.800049,20.25405121
15/12/2028,1932,3900,1395.699951,1530,20.51233673
15/12/2028,1932,4000,1338.800049,1473.100098,20.36540794
15/12/2028,1932,4100,1282.800049,1417.100098,20.20805359
15/12/2028,1932,4200,1227.699951,1412.100098,20.87401581
15/12/2028,1932,4300,1173.5,1357.900146,20.67211342
15/12/2028,1932,4400,1120.199951,1304.699951,20.46469688
15/12/2028,1932,4500,1087.900146,1252.400146,20.55516243
15/12/2028,1932,4600,1036.5,1201.100098,20.33260345
15/12/2028,1932,4700,986,1150.600098,20.10431099
15/12/2028,1932,4800,936.5,1101,19.87309456
15/12/2028,1932,4900,887.9001465,1002.699951,18.95980453
15/12/2028,1932,5000,840.4001465,955.1999512,18.73719215
15/12/2028,1932,5100,794,908.8000488,18.51745224
15/12/2028,1932,5200,748.6000977,863.5,18.28872871
15/12/2028,1932,5300,704.4001465,819.3000488,18.06347656
15/12/2028,1932,5400,641.3000488,756.4001465,17.33470154
